country,n_beers,avg_abv,max_abv_beer,max_abv_brewery,max_abv,best_beer,best_brewery,best_beer_score,popular_beer,popular_brewery,popularity,n_beers_IPA,avg_abv_IPA,max_abv_beer_IPA,max_abv_brewery_IPA,max_abv_IPA,best_beer_IPA,best_brewery_IPA,best_beer_score_IPA,popular_beer_IPA,popular_brewery_IPA,popularity_IPA,n_beers_Lager,avg_abv_Lager,max_abv_beer_Lager,max_abv_brewery_Lager,max_abv_Lager,best_beer_Lager,best_brewery_Lager,best_beer_score_Lager,popular_beer_Lager,popular_brewery_Lager,popularity_Lager,n_beers_Ale,avg_abv_Ale,max_abv_beer_Ale,max_abv_brewery_Ale,max_abv_Ale,best_beer_Ale,best_brewery_Ale,best_beer_score_Ale,popular_beer_Ale,popular_brewery_Ale,popularity_Ale,n_beers_Stout,avg_abv_Stout,max_abv_beer_Stout,max_abv_brewery_Stout,max_abv_Stout,best_beer_Stout,best_brewery_Stout,best_beer_score_Stout,popular_beer_Stout,popular_brewery_Stout,popularity_Stout,n_beers_Pilsner,avg_abv_Pilsner,max_abv_beer_Pilsner,max_abv_brewery_Pilsner,max_abv_Pilsner,best_beer_Pilsner,best_brewery_Pilsner,best_beer_score_Pilsner,popular_beer_Pilsner,popular_brewery_Pilsner,popularity_Pilsner,n_beers_Porter,avg_abv_Porter,max_abv_beer_Porter,max_abv_brewery_Porter,max_abv_Porter,best_beer_Porter,best_brewery_Porter,best_beer_score_Porter,popular_beer_Porter,popular_brewery_Porter,popularity_Porter,n_beers_Fruit,avg_abv_Fruit,max_abv_beer_Fruit,max_abv_brewery_Fruit,max_abv_Fruit,best_beer_Fruit,best_brewery_Fruit,best_beer_score_Fruit,popular_beer_Fruit,popular_brewery_Fruit,popularity_Fruit,n_beers_Roggenbier,avg_abv_Roggenbier,max_abv_beer_Roggenbier,max_abv_brewery_Roggenbier,max_abv_Roggenbier,best_beer_Roggenbier,best_brewery_Roggenbier,best_beer_score_Roggenbier,popular_beer_Roggenbier,popular_brewery_Roggenbier,popularity_Roggenbier,n_beers_Herb,avg_abv_Herb,max_abv_beer_Herb,max_abv_brewery_Herb,max_abv_Herb,best_beer_Herb,best_brewery_Herb,best_beer_score_Herb,popular_beer_Herb,popular_brewery_Herb,popularity_Herb,n_beers_Smoke,avg_abv_Smoke,max_abv_beer_Smoke,max_abv_brewery_Smoke,max_abv_Smoke,best_beer_Smoke,best_brewery_Smoke,best_beer_score_Smoke,popular_beer_Smoke,popular_brewery_Smoke,popularity_Smoke,n_beers_Barleywine,avg_abv_Barleywine,max_abv_beer_Barleywine,max_abv_brewery_Barleywine,max_abv_Barleywine,best_beer_Barleywine,best_brewery_Barleywine,best_beer_score_Barleywine,popular_beer_Barleywine,popular_brewery_Barleywine,popularity_Barleywine
MD,41.0,5.278048780487803,Litra / Victory Art Brew Tyask Barleywine,Litra Brewing Company,10.0,Orasul Vechi,Bere Unitanc,3.2874999999999996,Chisinau,Efes-Vitanta-Moldova Brewery S.A.,16.0,7.0,5.885714285714286,Litra Rocket IPA,Litra Brewing Company,7.0,Litra Rocket IPA,Litra Brewing Company,3.065,Litra Rocket IPA,Litra Brewing Company,2.0,15.0,4.8066666666666675,Chisinau Speciala Tare,Efes-Vitanta-Moldova Brewery S.A.,7.0,Orasul Vechi,Bere Unitanc,3.2874999999999996,Chisinau,Efes-Vitanta-Moldova Brewery S.A.,16.0,5.0,6.42,Litra / Armando Otchoa Kollabrett Lambic,Litra Brewing Company,8.0,Litra / Armando Otchoa Kollabrett Cassis,Litra Brewing Company,3.1079999999999997,Litra / Armando Otchoa Kollabrett Cassis,Litra Brewing Company,3.0,3.0,5.066666666666666,Coffee Stout,Lumencraft,6.2,Elvis Sweet Stout,Dolce Vela S.R.L.,2.8833333333333333,Litra Irish Stout,Litra Brewing Company,1.0,1.0,4.7,Bavarian Pilsner,Lumencraft,4.7,Bavarian Pilsner,Lumencraft,2.8333333333333335,Bavarian Pilsner,Lumencraft,1.0,2.0,7.5,Litra Lucky Porter,Litra Brewing Company,9.0,Litra Lucky Porter,Litra Brewing Company,2.91,Litra Chocolate Porter,Litra Brewing Company,1.0,1.0,0.5,Chisinau Radler Zero,Efes-Vitanta-Moldova Brewery S.A.,0.5,Chisinau Radler Zero,Efes-Vitanta-Moldova Brewery S.A.,2.4433333333333334,Chisinau Radler Zero,Efes-Vitanta-Moldova Brewery S.A.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,Litra / Victory Art Brew Tyask Barleywine,Litra Brewing Company,10.0,Litra / Victory Art Brew Tyask Barleywine,Litra Brewing Company,2.9633333333333334,Litra / Victory Art Brew Tyask Barleywine,Litra Brewing Company,1.0
VI,22.0,6.154545454545455,Coffee Stout,St. John Brewers,9.0,Coffee Stout,St. John Brewers,3.621818181818182,Tropical Mango Pale Ale,St. John Brewers,174.0,6.0,7.383333333333334,VI Massive Double IPA,St. John Brewers,8.8,VI Massive Double IPA,St. John Brewers,3.3672727272727268,Island Hoppin' IPA,St. John Brewers,104.0,,,,,,,,,,,,9.0,5.311111111111111,86 & Sunny Pale Ale,Frenchtown Brewing,6.4,Blackbeard Ale,Virgin Islands Brewing Co.,3.3561290322580644,Island Summer Ale,St. John Brewers,82.0,3.0,6.5,Coffee Stout,St. John Brewers,9.0,Coffee Stout,St. John Brewers,3.621818181818182,Coffee Stout,St. John Brewers,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.5,Tropical Mango Pale Ale,St. John Brewers,4.5,Tropical Mango Pale Ale,St. John Brewers,2.919829545454546,Tropical Mango Pale Ale,St. John Brewers,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG,124.0,4.9915322580645185,White Stork / Dois Corvos Mutants,White Stork Beer Company,9.1,Stolichno Bock,Zagorka Brewery / Pivovaren Zavod Zagorka,3.6273684210526316,Zagorka Special,Zagorka Brewery / Pivovaren Zavod Zagorka,89.0,12.0,6.591666666666668,White Stork / Dois Corvos Mutants,White Stork Beer Company,9.1,India Pale Ale,White Stork Beer Company,3.414,India Pale Ale,White Stork Beer Company,3.0,50.0,4.473,Astika Tumno,Kamenitza AD,5.6,Zagorka Retro,Zagorka Brewery / Pivovaren Zavod Zagorka,3.2662500000000003,Zagorka Special,Zagorka Brewery / Pivovaren Zavod Zagorka,89.0,16.0,5.2749999999999995,IPA,Glarus Craft Brewing Co.,6.0,Original,White Stork Beer Company,3.465,№3 Bulgarian Pale Ale - Би.Р.А.,AH! Brew Works,11.0,6.0,6.8500000000000005,White Stout,White Stork Beer Company,9.0,1908 Stout,White Stork Beer Company,3.265,Blek Pine Stout,Blek Pine,4.0,7.0,4.628571428571428,Shumensko Cheshki Stil,Shumensko Pivo (Carlsberg),5.4,Ledenika Special,Pivovaren Zavod Ledenika,2.7675,Ledenika Special,Pivovaren Zavod Ledenika,6.0,3.0,5.766666666666667,Kokonut Porter,Blek Pine,7.7,Glarus London Porter,Glarus Craft Brewing Co.,3.226,Glarus Porter,Glarus Craft Brewing Co.,3.0,10.0,3.85,AH! 23 French Apple Cider,AH! Brew Works,6.4,Zagorka Reserva 2012,Zagorka Brewery / Pivovaren Zavod Zagorka,3.1316666666666664,Ariana Radler,Zagorka Brewery / Pivovaren Zavod Zagorka,5.0,,,,,,,,,,,,4.0,5.875,Ginger Sucker,Trima i Dvama (Трима и Двама),7.0,№7 Mursalski Red Ale,AH! Brew Works,3.2211111111111115,№7 Mursalski Red Ale,AH! Brew Works,7.0,2.0,6.1,Rauchbier With Cocoa And Blek Pepper,Blek Pine,6.7,Rauchbier With Cocoa And Blek Pepper,Blek Pine,2.6666666666666665,Rauchbier With Cocoa And Blek Pepper,Blek Pine,1.0,,,,,,,,,,,
UY,84.0,5.570238095238093,Davok English Barleywine,Cervecería Del Sur,12.0,Patricia Porter,Fabricas Nacionales De Cerveza,3.4586956521739127,Pilsen,Fabricas Nacionales De Cerveza,42.0,12.0,6.500000000000001,Belgian IPA,Cerveza Artesanal Volcanica,7.2,IPA Atomica,Cabesas Bier,3.4019999999999997,IPA Atomica,Cabesas Bier,3.0,7.0,5.1000000000000005,Zillertal,Fabricas Nacionales De Cerveza,5.5,Dunkel,Fabricas Nacionales De Cerveza,3.3842857142857143,Patricia,Fabricas Nacionales De Cerveza,23.0,32.0,5.428125,Cabesas En El Granizo,Cabesas Bier,8.0,Davok English Pale Ale,Cervecería Del Sur,3.06,Mastra Roja Cerveza Strong Scotch Ale,Cervecería Artesanal Mastra,5.0,7.0,5.642857142857143,Mastra Negra,Cervecería Artesanal Mastra,6.2,Mastra Negra,Cervecería Artesanal Mastra,3.312142857142857,Mastra Negra,Cervecería Artesanal Mastra,12.0,4.0,5.0,Oriental,Fabricas Nacionales De Cerveza,5.8,Pilsen,Fabricas Nacionales De Cerveza,2.717954545454546,Pilsen,Fabricas Nacionales De Cerveza,42.0,6.0,5.533333333333334,Choco Porter,BOAR Cerveza Artesanal,7.0,Patricia Porter,Fabricas Nacionales De Cerveza,3.4586956521739127,Patricia Porter,Fabricas Nacionales De Cerveza,21.0,2.0,6.0,Carrot Saisson,BOAR Cerveza Artesanal,7.0,,,,,,,,,,,,,,,,,,1.0,6.5,Biere De Noel,BOAR Cerveza Artesanal,6.5,,,,,,,,,,,,,,,,,,2.0,10.5,Davok English Barleywine,Cervecería Del Sur,12.0,,,,,,
TN,9.0,5.088888888888889,Dunkel,Brauhaus Yasmine,5.5,,,,,,,,,,,,,,,,,,3.0,5.166666666666667,Dunkel,Brauhaus Yasmine,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,206.0,6.465048543689326,Garún Nr. 19.2,Borg Brugghús,21.0,Garún Icelandic Stout NR.19,Borg Brugghús,4.251608695652173,Icelandic Toasted Porter,Einstök Ölgerð (Einstök Beer Company),583.0,25.0,6.719999999999999,Fulltrúi Syslumanns DIPA,Gæðingur Öl,10.0,Úlfur IPA Nr. 3,Borg Brugghús,3.910597014925374,Úlfur IPA Nr. 3,Borg Brugghús,65.0,36.0,5.105555555555555,Víking Sterkur,Viking Brewery - Vifilfell Ltd.,7.0,Jóla Kaldi,Bruggsmiðjan,3.466666666666667,Gull,Ölgerðin Egill Skallagrímsson,80.0,47.0,5.768085106382977,Hrefna Nr.40.1,Borg Brugghús,11.0,Icelandic Wee Heavy,Einstök Ölgerð (Einstök Beer Company),4.066990291262136,Icelandic Arctic Pale Ale,Einstök Ölgerð (Einstök Beer Company),349.0,27.0,10.833333333333334,Garún Nr. 19.2,Borg Brugghús,21.0,Garún Icelandic Stout NR.19,Borg Brugghús,4.251608695652173,Lava,Ölvisholt Brugghús,571.0,5.0,4.78,Ljós Ósiaður,Bruggsmiðjan,5.3,Bríó Nr. 1,Borg Brugghús,3.3714285714285714,Bríó Nr. 1,Borg Brugghús,40.0,9.0,6.699999999999999,Hurðaskellir Nr.54,Borg Brugghús,11.5,Icelandic Toasted Porter,Einstök Ölgerð (Einstök Beer Company),3.824427350427348,Icelandic Toasted Porter,Einstök Ölgerð (Einstök Beer Company),583.0,7.0,4.821428571428571,Brugghús,Ölvisholt Brugghús,6.3,Viking Sumaröl,Viking Brewery - Vifilfell Ltd.,3.5140000000000002,Viking Sumaröl,Viking Brewery - Vifilfell Ltd.,3.0,,,,,,,,,,,,5.0,5.0200000000000005,Snorri Nr.10,Borg Brugghús,5.3,Snorri Nr. 10,Borg Brugghús,3.6073913043478267,Snorri Nr. 10,Borg Brugghús,21.0,5.0,5.859999999999999,Jólabjór (2009-),Ölvisholt Brugghús,6.5,Hvalur 1,Brugghús Steðja,3.396,Ölvisholt Jólabjór,Ölvisholt Brugghús,16.0,2.0,10.0,Gilijaguar Barleywine NR. 14,Borg Brugghús,10.0,Gilijaguar Barleywine NR. 14,Borg Brugghús,3.5949999999999998,Gilijaguar Barleywine NR. 14,Borg Brugghús,6.0
PS,13.0,5.7846153846153845,Canaan Stout,Canaan Brewery,7.0,Taybeh Dark,Taybeh Brewing Co.,3.4438095238095237,Taybeh Golden,Taybeh Brewing Co.,42.0,1.0,6.6,Taybeh IPA,Taybeh Brewing Co.,6.6,Taybeh IPA,Taybeh Brewing Co.,3.1725,Taybeh IPA,Taybeh Brewing Co.,2.0,,,,,,,,,,,,2.0,6.3,Taybeh IPA,Taybeh Brewing Co.,6.6,Taybeh IPA,Taybeh Brewing Co.,3.1725,Taybeh IPA,Taybeh Brewing Co.,2.0,2.0,6.25,Canaan Stout,Canaan Brewery,7.0,Canaan Stout,Canaan Brewery,2.9499999999999997,Canaan Stout,Canaan Brewery,4.0,2.0,5.0,Taybeh Golden,Taybeh Brewing Co.,5.0,Taybeh Golden,Taybeh Brewing Co.,3.141818181818181,Taybeh Golden,Taybeh Brewing Co.,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,Caraway Beer,Canaan Brewery,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,36.0,4.886111111111111,Atlas,Pivo Microbrewery,10.1,Cyprus Citrus IPA,Hula Hops Brewing,3.5620000000000003,KEO Beer,KEO Limited,138.0,4.0,5.575,West Coast IPA,Aphrodite's Rock Brewing Company,6.0,Cyprus Citrus IPA,Hula Hops Brewing,3.5620000000000003,Hoppy,Pivo Microbrewery,3.0,5.0,4.42,Five Beer,KEO Limited,5.0,Red House,Pivo Microbrewery,2.9166666666666665,KEO Beer,KEO Limited,138.0,11.0,4.527272727272727,Monachus Monachos,Pivo Microbrewery,7.3,Little Wing,Pivo Microbrewery,3.3175,Little Wing,Pivo Microbrewery,2.0,2.0,4.4,Prime Black,Prime Microbrewery,4.5,No Exit,Pivo Microbrewery,3.063333333333334,No Exit,Pivo Microbrewery,1.0,2.0,4.5,Cyprus Pils,Prime Microbrewery,4.5,Leon,Photos Photiades Breweries,2.84,Leon,Photos Photiades Breweries,8.0,2.0,4.5,London Porter,Aphrodite's Rock Brewing Company,4.5,London Porter,Aphrodite's Rock Brewing Company,2.7900000000000005,London Porter,Aphrodite's Rock Brewing Company,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.1,Atlas,Pivo Microbrewery,10.1,Atlas,Pivo Microbrewery,2.9599999999999995,Atlas,Pivo Microbrewery,1.0
CI,2.0,4.9,Beaufort,Solibra,5.0,Solibra Bock,Solibra,3.146666666666667,Beaufort,Solibra,4.0,,,,,,,,,,,,1.0,5.0,Beaufort,Solibra,5.0,Beaufort,Solibra,2.733333333333333,Beaufort,Solibra,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,95.0,4.856947368421053,Atomic IPA,Mela's Craft Beer,9.0,Septimazo IPA,Bogota Beer Company,3.8313636363636365,Cerveza Aguila,Cervecería De Barranquilla,155.0,6.0,6.25,Atomic IPA,Mela's Craft Beer,9.0,Septimazo IPA,Bogota Beer Company,3.8313636363636365,Septimazo IPA,Bogota Beer Company,20.0,23.0,4.371304347826087,Aguila Imperial Edicion Especial,Cervecería Bavaria,6.9,Club Colombia Roja,Cervecería Bavaria,3.367,Cerveza Aguila,Cervecería De Barranquilla,155.0,25.0,5.626799999999999,Jack el Destripador,Cervecería Non Grata,8.8,3 Cordilleras Mestiza,3 Cordilleras,3.666842105263158,Monserrate Roja,Bogota Beer Company,26.0,5.0,5.279999999999999,3 Cordilleras Negra,3 Cordilleras,6.4,3 Cordilleras Negra,3 Cordilleras,3.5938461538461537,3 Cordilleras Negra,3 Cordilleras,11.0,2.0,4.7,Cerveza Ancla,Cerveza Ancla Colombia,4.9,Santana Nuevo Mundo,Cerveceria Santana S.A.S,2.8433333333333333,Santana Nuevo Mundo,Cerveceria Santana S.A.S,1.0,5.0,4.9,Chapinero Porter,Bogota Beer Company,5.0,Chapinero Porter,Bogota Beer Company,3.7169047619047624,Chapinero Porter,Bogota Beer Company,40.0,4.0,4.075,Redd's,Cervecería Bavaria,4.5,Redd's,Cervecería Bavaria,2.8357142857142854,Redd's,Cervecería Bavaria,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,4.0,5.65,South Pacific Niugini Gold Extra Stout,South Pacific Brewery LTD,8.0,South Pacific Export Lager,South Pacific Brewery LTD,2.756,South Pacific Lager,South Pacific Brewery LTD,5.0,,,,,,,,,,,,2.0,4.85,South Pacific Niugini Ice Beer,South Pacific Brewery LTD,5.2,South Pacific Niugini Ice Beer,South Pacific Brewery LTD,2.565,South Pacific Lager,South Pacific Brewery LTD,5.0,,,,,,,,,,,,1.0,8.0,South Pacific Niugini Gold Extra Stout,South Pacific Brewery LTD,8.0,South Pacific Niugini Gold Extra Stout,South Pacific Brewery LTD,2.6999999999999997,South Pacific Niugini Gold Extra Stout,South Pacific Brewery LTD,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,17.0,5.352941176470587,Bia Bingwa,Tanzania Breweries Ltd.,7.0,Castle Milk Stout,Tanzania Breweries Ltd.,3.2249999999999996,Kilimanjaro Premium Lager,Tanzania Breweries Ltd.,30.0,,,,,,,,,,,,9.0,5.333333333333333,The Kick,Serengeti Breweries Ltd,7.0,Premium Serengeti Lager,Serengeti Breweries Ltd,3.0395238095238097,Kilimanjaro Premium Lager,Tanzania Breweries Ltd.,30.0,2.0,5.0,Kilimanjaro Premium Ale,Tanzania Breweries Ltd.,5.5,Kilimanjaro Premium Ale,Tanzania Breweries Ltd.,3.033333333333333,Kilimanjaro Premium Ale,Tanzania Breweries Ltd.,1.0,2.0,6.25,Twiga Stout,TwigaBrew,6.5,Castle Milk Stout,Tanzania Breweries Ltd.,3.2249999999999996,Castle Milk Stout,Tanzania Breweries Ltd.,6.0,1.0,4.8,Pilsner Ice,Tanzania Breweries Ltd.,4.8,,,,,,,,,,,,,,,,,,1.0,4.5,Redd's Premium Cold,Tanzania Breweries Ltd.,4.5,Redd's Premium Cold,Tanzania Breweries Ltd.,2.0949999999999998,Redd's Premium Cold,Tanzania Breweries Ltd.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,13.0,4.861538461538462,Xirdalan 7.7%,Baltika-Baku,7.7,"""33"" Export",Baltika-Baku,2.864,"""33"" Export",Baltika-Baku,8.0,,,,,,,,,,,,11.0,4.927272727272729,Xirdalan 7.7%,Baltika-Baku,7.7,Afsana,Baltika-Baku,2.533333333333333,Xirdalan,Baltika-Baku,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.2,Novxani Pilsener Zlatý,Bakı-Praqa,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,86.0,5.13139534883721,Kaltenecker Brokát 27 B27 Old Beer,Kaltenecker,10.5,Blues IPA American Black Ale,Kaltenecker,3.55,Golden Pheasant,Pivovar Zlaty Bazant a.s.,495.0,16.0,6.093749999999999,144 Roman Heads 20°,Unorthodox Brewing,8.1,Kaltenecker Atlantis IPA 14°,Kaltenecker,3.4479999999999995,Kaltenecker Atlantis IPA 14°,Kaltenecker,8.0,29.0,4.72758620689655,Exclusive,"Banskobystricky Pivovar, a.s. (Brewery Urpin BB Ltd.)",6.5,Saris 11% Tmavý,Pivovar Saris,3.495789473684211,Golden Pheasant Dark,Pivovar Zlaty Bazant a.s.,26.0,11.0,5.50909090909091,IPA 17°,Lanius Trenciansky Pivovar,7.7,Blues IPA American Black Ale,Kaltenecker,3.55,Blues IPA American Black Ale,Kaltenecker,3.0,3.0,7.966666666666666,Sandorf Russian Imperial Stout,Sandorf,9.9,Kaltenecker Archa,Kaltenecker,2.7824999999999998,Kaltenecker Archa,Kaltenecker,2.0,15.0,4.806666666666667,Suzuki IPL 16°,Kaltenecker,6.5,Suzuki IPL 16°,Kaltenecker,3.45,Golden Pheasant,Pivovar Zlaty Bazant a.s.,495.0,1.0,6.7,Medovy Porter,Pivovar Zlaty Bazant a.s.,6.7,Medovy Porter,Pivovar Zlaty Bazant a.s.,3.1133333333333333,Medovy Porter,Pivovar Zlaty Bazant a.s.,1.0,3.0,2.0,Grapefruit,Pivovar Zlaty Bazant a.s.,2.0,Bazant Radler Grapefruit,Pivovar Zlaty Bazant a.s.,3.27,Bazant Radler Grapefruit,Pivovar Zlaty Bazant a.s.,5.0,,,,,,,,,,,,2.0,8.15,Kaltenecker Brokát 27 B27 Old Beer,Kaltenecker,10.5,Kaltenecker Brokát 27 B27 Old Beer,Kaltenecker,3.1875,Kaltenecker Brokát 27 B27 Old Beer,Kaltenecker,2.0,,,,,,,,,,,,,,,,,,,,,,
GT,36.0,4.983333333333333,El Zapote Porter,El Zapote Brewing Company,7.0,Gallo Dark,"Cervecería Centro Americana, S.A.",3.393,Famosa (Gallo),"Cervecería Centro Americana, S.A.",261.0,2.0,6.25,IPA,El Príncipe Gris Cervecería Artesanal,6.5,IPA,El Príncipe Gris Cervecería Artesanal,3.18,IPA,El Príncipe Gris Cervecería Artesanal,3.0,21.0,4.7714285714285705,Sol,"Cervecería Centro Americana, S.A.",5.3,Cabro,"Cervecería Centro Americana, S.A.",3.3049999999999997,Famosa (Gallo),"Cervecería Centro Americana, S.A.",261.0,6.0,5.216666666666667,IPA,El Príncipe Gris Cervecería Artesanal,6.5,Blonde Ale,Cervecería Pantera,3.223333333333333,IPA,El Príncipe Gris Cervecería Artesanal,3.0,1.0,6.0,Stout,El Príncipe Gris Cervecería Artesanal,6.0,Stout,El Príncipe Gris Cervecería Artesanal,3.2920000000000003,Stout,El Príncipe Gris Cervecería Artesanal,3.0,,,,,,,,,,,,2.0,6.0,El Zapote Porter,El Zapote Brewing Company,7.0,Gallo Dark,"Cervecería Centro Americana, S.A.",3.393,Gallo Dark,"Cervecería Centro Americana, S.A.",8.0,1.0,4.4,Dorada Draft Michelada Chiltepe,"Cervecería Centro Americana, S.A.",4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO,16.0,6.559375,Black Camel Spider,Carakale Brewing Co.,10.5,Black Camel Spider,Carakale Brewing Co.,3.795833333333334,Dead Sea-rious!,Carakale Brewing Co.,17.0,1.0,6.5,India Pale Ale,Carakale Brewing Co.,6.5,,,,,,,2.0,4.375,Philadelphia Beer,Middle East International Investments Group/MEIIG,5.0,Philadelphia Beer,Middle East International Investments Group/MEIIG,2.665,Philadelphia Beer,Middle East International Investments Group/MEIIG,6.0,6.0,6.3,Imperial Red Ale,Carakale Brewing Co.,9.3,Dead Sea-rious!,Carakale Brewing Co.,3.7221052631578946,Dead Sea-rious!,Carakale Brewing Co.,17.0,1.0,5.0,Master Brewer's Series: Mocha Stout,Carakale Brewing Co.,5.0,Master Brewer's Series: Mocha Stout,Carakale Brewing Co.,2.8800000000000003,Master Brewer's Series: Mocha Stout,Carakale Brewing Co.,1.0,1.0,5.0,Pilsner,Carakale Brewing Co.,5.0,Pilsner,Carakale Brewing Co.,2.8966666666666665,Pilsner,Carakale Brewing Co.,1.0,2.0,8.75,Black Camel Spider,Carakale Brewing Co.,10.5,Black Camel Spider,Carakale Brewing Co.,3.795833333333334,Black Camel Spider,Carakale Brewing Co.,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,55.0,5.201818181818181,Happy New Beer Double IPA,Happy New Beer,8.6,ChaLaWan Pale Ale,Full Moon Brewwork,3.534615384615385,Singha,"Boon Rawd Brewery Co., Ltd",1295.0,6.0,6.0,Happy New Beer Double IPA,Happy New Beer,8.6,Happy New Beer IPA,Happy New Beer,3.354,Happy New Beer IPA,Happy New Beer,3.0,31.0,5.145161290322581,Siamsato,Siamsato Brewery,8.0,Phuket Lager - With Thai GABA Rice,Full Moon Brewwork,3.1175,Singha,"Boon Rawd Brewery Co., Ltd",1295.0,7.0,5.128571428571428,Yaowarat Pale Ale,Goldencoins Taproom,6.2,ChaLaWan Pale Ale,Full Moon Brewwork,3.534615384615385,ChaLaWan Pale Ale,Full Moon Brewwork,11.0,1.0,5.5,Wild Honey Coffee Stout - Honey With Lychee Pollens & Doi Tong Coffee Beans,Full Moon Brewwork,5.5,,,,,,,1.0,5.0,Happy New Beer Pilsner,Happy New Beer,5.0,Happy New Beer Pilsner,Happy New Beer,3.17,Happy New Beer Pilsner,Happy New Beer,2.0,,,,,,,,,,,,2.0,4.25,Cheers Shogun Orange,Thai Asia Pacific Brewery Company Limited,4.5,Cheers Shogun Orange,Thai Asia Pacific Brewery Company Limited,2.8433333333333337,Cheers Shogun Orange,Thai Asia Pacific Brewery Company Limited,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,11.0,5.281818181818182,Doble IPA,Angry Beaver,10.0,Ondas Bravías,Honduras Brewing Company,3.4925,Port Royal Export,"Cerveceria Hondurena, S.A. / BevCo Ltd",104.0,1.0,10.0,Doble IPA,Angry Beaver,10.0,Doble IPA,Angry Beaver,2.84,Doble IPA,Angry Beaver,1.0,3.0,4.8,Imperial,"Cerveceria Hondurena, S.A. / BevCo Ltd",5.0,Salva Vida,"Cerveceria Hondurena, S.A. / BevCo Ltd",2.6564285714285725,Salva Vida,"Cerveceria Hondurena, S.A. / BevCo Ltd",96.0,3.0,5.1000000000000005,Ondas Bravías,Honduras Brewing Company,5.5,Ondas Bravías,Honduras Brewing Company,3.4925,India Virgen,Honduras Brewing Company,2.0,2.0,4.6,Negro Plumaje,Honduras Brewing Company,4.7,,,,,,,1.0,4.9,Port Royal Export,"Cerveceria Hondurena, S.A. / BevCo Ltd",4.9,Port Royal Export,"Cerveceria Hondurena, S.A. / BevCo Ltd",2.833962264150943,Port Royal Export,"Cerveceria Hondurena, S.A. / BevCo Ltd",104.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.3,Doppel Red Rye,Angry Beaver,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
